Date,JUN_RD_NO_TP,JUN_RD_NO_forecaset
2023-06-10,296229,295208.9056520097
2023-06-10,296278,295180.7242557725
2023-06-10,296995,295216.5107118735
2023-06-10,296295,295188.32931563625
2023-06-10,297196,295224.11577173724
2023-06-10,296212,295195.9343755
2023-06-10,296244,295231.720831601
2023-06-10,296314,295203.5394353638
2023-06-10,296557,295239.3258914648
2023-06-10,299463,295211.14449522755
2023-06-10,296316,295246.93095132854
2023-06-10,296327,295218.7495550913
2023-06-10,296291,295254.5360111923
2023-06-10,296297,295226.3546149551
2023-06-10,296280,295262.1410710561
2023-06-10,297354,295233.95967481885
2023-06-10,296273,295269.74613091984
2023-06-10,296279,295241.5647346826
2023-06-10,296444,295277.3511907836
2023-06-10,296281,295249.1697945464
2023-06-10,306928,295284.9562506474
2023-06-10,296367,295256.77485441015
2023-06-10,299495,295292.56131051114
2023-06-10,296272,295264.3799142739
2023-06-10,298223,295300.1663703749
2023-06-10,296330,295271.9849741377
2023-06-10,296260,295307.7714302387
2023-06-10,299184,295279.59003400145
2023-06-10,296259,295315.37649010244
2023-06-10,296221,295287.1950938652
2023-06-10,296810,295322.9815499662
2023-06-10,299136,295294.800153729
2023-06-10,296247,295330.58660983
2023-06-10,296134,295302.40521359275
2023-06-10,300630,295338.19166969374
2023-06-10,296115,295310.0102734565
2023-06-10,296087,295345.7967295575
2023-06-10,296151,295317.6153333203
2023-06-10,296093,295353.4017894213
2023-06-10,296236,295325.22039318405
2023-06-10,296125,295361.00684928504
2023-06-10,296108,295332.8254530478
2023-06-10,296102,295368.6119091488
2023-06-10,296911,295340.4305129116
2023-06-10,296110,295376.2169690126
2023-06-10,296145,295348.03557277535
2023-06-10,296966,295383.82202887634
2023-06-10,296063,295355.6406326391
2023-06-10,298177,295391.4270887401
2023-06-10,296122,295363.2456925029
2023-06-10,296050,295399.0321486039
2023-06-10,297102,295370.85075236665
2023-06-10,296127,295406.63720846764
2023-06-10,295733,295378.4558122304
2023-06-10,296305,295414.2422683314
2023-06-10,296131,295386.0608720942
2023-06-10,296220,295421.8473281952
2023-06-10,296208,295393.66593195795
2023-06-10,296237,295429.45238805894
2023-06-10,296203,295401.2709918217
2023-06-10,296831,295437.0574479227
2023-06-10,296197,295408.8760516855
2023-06-10,296693,295444.6625077865
2023-06-10,296213,295416.48111154925
2023-06-10,311312,295452.26756765024
2023-06-10,301151,295424.086171413
2023-06-10,296180,295459.872627514
2023-06-10,296166,295431.6912312768
2023-06-10,296172,295467.4776873778
2023-06-10,296155,295439.29629114055
2023-06-10,296899,295475.08274724154
2023-06-10,296828,295446.9013510043
2023-06-10,298042,295482.6878071053
2023-06-10,296154,295454.5064108681
2023-06-10,296130,295490.2928669691
2023-06-10,308894,295462.11147073185
2023-06-10,304848,295497.89792683284
2023-06-10,297833,295469.7165305956
2023-06-10,296174,295505.5029866966
2023-06-10,299408,295477.3215904594
2023-06-10,295392,295513.1080465604
2023-06-10,295342,295484.92665032315
2023-06-10,295344,295520.71310642414
2023-06-10,295334,295492.5317101869
2023-06-10,295357,295528.3181662879
2023-06-10,295430,295500.1367700507
2023-06-10,295367,295535.9232261517
2023-06-10,295345,295507.74182991445
2023-06-10,295360,295543.52828601544
2023-06-10,300976,295515.3468897782
2023-06-10,296745,295551.1333458792
2023-06-10,295400,295522.951949642
2023-06-10,295286,295558.738405743
2023-06-10,295486,295530.55700950575
2023-06-10,295681,295566.34346560674
2023-06-10,295292,295538.1620693695
2023-06-10,295293,295573.9485254705
2023-06-10,295324,295545.7671292333
2023-06-10,295380,295581.5535853343
2023-06-10,295280,295553.37218909705
2023-06-10,295365,295589.15864519804
2023-06-10,295398,295560.9772489608
2023-06-10,295446,295596.7637050618
2023-06-10,296664,295568.5823088246
2023-06-10,296647,295604.3687649256
2023-06-10,295601,295576.18736868835
2023-06-10,297664,295611.97382478934
2023-06-10,295525,295583.7924285521
2023-06-10,295463,295619.5788846531
2023-06-10,295443,295591.3974884159
2023-06-10,295538,295627.1839445169
2023-06-10,295708,295599.00254827965
2023-06-10,295968,295634.78900438064
2023-06-10,298247,295606.6076081434
2023-06-10,295926,295642.3940642444
2023-06-10,295504,295614.2126680072
2023-06-10,297912,295649.9991241082
2023-06-10,297816,295621.81772787095
2023-06-10,295652,295657.60418397194
2023-06-10,295438,295629.4227877347
2023-06-10,295382,295665.2092438357
2023-06-10,295477,295637.0278475985
2023-06-10,295558,295672.8143036995
2023-06-10,295271,295644.63290746225
2023-06-10,295256,295680.41936356324
2023-06-10,295938,295652.237967326
2023-06-10,295142,295688.024423427
2023-06-10,295154,295659.8430271898
2023-06-10,295143,295695.6294832908
2023-06-10,298447,295667.44808705355
2023-06-10,300429,295703.23454315454
2023-06-10,295193,295675.0531469173
2023-06-10,300994,295710.8396030183
2023-06-10,297057,295682.6582067811
2023-06-10,295176,295718.4446628821
2023-06-10,295113,295690.26326664485
2023-06-10,298894,295726.04972274584
2023-06-10,295167,295697.8683265086
2023-06-10,295104,295733.6547826096
2023-06-10,295196,295705.4733863724
2023-06-10,295117,295741.2598424734
2023-06-10,295095,295713.07844623615
2023-06-10,295122,295748.86490233714
2023-06-10,295108,295720.6835060999
2023-06-10,298460,295756.4699622009
2023-06-10,295268,295728.2885659637
2023-06-10,295170,295764.0750220647
2023-06-10,295451,295735.89362582745
2023-06-10,295242,295771.68008192844
2023-06-10,295259,295743.4986856912
2023-06-10,297195,295779.2851417922
2023-06-10,295220,295751.103745555
2023-06-10,295219,295786.890201656
2023-06-10,295224,295758.70880541875
2023-06-10,295218,295794.49526151974
2023-06-10,295231,295766.3138652825
2023-06-10,295225,295802.1003213835
2023-06-10,304539,295773.9189251463
2023-06-10,296651,295809.7053812473
2023-06-10,295211,295781.52398501005
2023-06-10,295183,295817.31044111104
2023-06-10,295431,295789.1290448738
2023-06-10,295210,295824.9155009748
2023-06-10,295168,295796.7341047376
2023-06-10,295166,295832.5205608386
2023-06-10,295173,295804.33916460135
2023-06-10,295146,295840.12562070234
2023-06-10,295179,295811.9442244651
2023-06-10,295679,295847.7306805661
2023-06-10,295455,295819.5492843289
2023-06-10,295523,295855.3357404299
2023-06-10,295673,295827.15434419265
2023-06-10,295675,295862.94080029364
2023-06-10,295842,295834.7594040564
2023-06-10,295744,295870.5458601574
2023-06-10,295690,295842.3644639202
2023-06-10,297913,295878.1509200212
2023-06-10,295651,295849.96952378395
2023-06-10,295668,295885.75597988494
2023-06-10,295697,295857.5745836477
2023-06-10,295719,295893.3610397487
2023-06-10,295894,295865.1796435115
2023-06-10,323763,295900.9660996125
2023-06-10,295677,295872.78470337525
2023-06-10,295646,295908.57115947624
2023-06-10,295669,295880.389763239
2023-06-10,295663,295916.17621934
2023-06-10,295648,295887.9948231028
2023-06-10,303587,295923.7812792038
2023-06-10,295622,295895.59988296655
2023-06-10,295872,295931.38633906754
2023-06-10,302585,295903.2049428303
2023-06-10,295689,295938.9913989313
2023-06-10,295706,295910.8100026941
2023-06-10,295783,295946.5964587951
2023-06-10,295958,295918.41506255785
2023-06-10,295866,295954.20151865884
2023-06-10,295741,295926.0201224216
2023-06-10,295759,295961.8065785226
2023-06-10,295730,295933.6251822854
2023-06-10,297654,295969.4116383864
2023-06-10,295755,295941.23024214915
2023-06-10,296024,295977.01669825014
2023-06-10,302198,295948.8353020129
2023-06-10,295791,295984.6217581139
2023-06-10,296182,295956.4403618767
2023-06-10,295891,295992.2268179777
2023-06-10,295789,295964.04542174045
2023-06-10,295807,295999.83187784144
2023-06-10,295873,295971.6504816042
2023-06-10,295767,296007.4369377052
2023-06-10,295674,295979.255541468
2023-06-10,298146,296015.041997569
2023-06-10,295705,295986.86060133175
2023-06-10,295500,296022.64705743274
2023-06-10,295941,295994.4656611955
2023-06-10,295609,296030.2521172965
2023-06-10,299070,296002.0707210593
2023-06-10,295555,296037.8571771603
2023-06-10,295543,296009.67578092305
2023-06-10,295533,296045.46223702404
2023-06-10,295571,296017.2808407868
2023-06-10,295583,296053.0672968878
2023-06-10,295573,296024.8859006506
2023-06-10,295589,296060.6723567516
2023-06-10,295551,296032.49096051435
2023-06-10,296586,296068.27741661534
2023-06-10,295512,296040.0960203781
2023-06-10,295495,296075.8824764791
2023-06-10,295507,296047.7010802419
2023-06-10,295855,296083.4875363429
2023-06-10,297104,296055.30614010565
2023-06-10,295546,296091.09259620664
2023-06-10,295774,296062.9111999694
2023-06-10,295576,296098.6976560704
2023-06-10,295541,296070.5162598332
2023-06-10,297792,296106.3027159342
2023-06-10,304412,296078.12131969695
2023-06-10,295715,296113.90777579794
2023-06-10,295574,296085.7263795607
2023-06-10,295634,296121.5128356617
2023-06-10,295596,296093.3314394245
2023-06-10,295785,296129.1178955255
2023-06-10,295602,296100.93649928825
2023-06-10,299267,296136.72295538924
2023-06-10,301302,296108.541559152
2023-06-10,307330,296144.328015253
2023-06-10,301191,296116.1466190158
2023-06-10,295588,296151.9330751168
2023-06-10,295721,296123.75167887955
2023-06-10,295591,296159.53813498054
2023-06-10,295627,296131.3567387433
2023-06-10,295655,296167.1431948443
2023-06-10,295565,296138.9617986071
2023-06-10,295561,296174.7482547081
2023-06-10,295557,296146.56685847085
2023-06-10,295600,296182.35331457184
2023-06-10,295606,296154.1719183346
2023-06-10,295692,296189.9583744356
2023-06-10,296117,296161.7769781984
2023-06-10,295787,296197.5634342994
2023-06-11,297136,296169.38203806215
2023-06-11,296675,296205.16849416314
2023-06-11,300852,296176.9870979259
2023-06-11,297077,296212.7735540269
2023-06-11,297739,296184.5921577897
2023-06-11,297088,296220.3786138907
2023-06-11,299397,296192.19721765345
2023-06-11,296942,296227.98367375444
2023-06-11,296969,296199.8022775172
2023-06-11,296998,296235.5887336182
2023-06-11,296936,296207.407337381
2023-06-11,296941,296243.193793482
2023-06-11,296979,296215.01239724475
2023-06-11,302261,296250.79885334574
2023-06-11,297003,296222.6174571085
2023-06-11,296924,296258.4039132095
2023-06-11,296948,296230.2225169723
2023-06-11,296955,296266.0089730733
2023-06-11,299767,296237.82757683605
2023-06-11,297034,296273.61403293704
2023-06-11,297072,296245.4326366998
2023-06-11,297270,296281.2190928008
2023-06-11,297701,296253.0376965636
2023-06-11,297050,296288.8241526646
2023-06-11,297049,296260.64275642735
2023-06-11,297087,296296.42921252834
2023-06-11,297137,296268.2478162911
2023-06-11,297097,296304.0342723921
2023-06-11,297048,296275.8528761549
2023-06-11,297080,296311.6393322559
2023-06-11,297035,296283.45793601865
2023-06-11,297014,296319.24439211964
2023-06-11,297305,296291.0629958824
2023-06-11,297028,296326.8494519834
2023-06-11,296996,296298.6680557462
2023-06-11,296925,296334.4545118472
2023-06-11,269889,296306.27311560995
2023-06-11,303673,296342.05957171094
2023-06-11,297806,296313.8781754737
2023-06-11,296319,296349.6646315747
2023-06-11,296313,296321.4832353375
2023-06-11,297099,296357.2696914385
2023-06-11,298278,296329.08829520125
2023-06-11,296778,296364.87475130224
2023-06-11,296332,296336.693355065
2023-06-11,296410,296372.479811166
2023-06-11,296357,296344.2984149288
2023-06-11,296888,296380.0848710298
2023-06-11,296674,296351.90347479255
2023-06-11,297036,296387.68993089354
2023-06-11,296370,296359.5085346563
2023-06-11,296400,296395.2949907573
2023-06-11,296574,296367.1135945201
2023-06-11,296563,296402.9000506211
2023-06-11,296277,296374.71865438385
2023-06-11,297091,296410.50511048484
2023-06-11,296296,296382.3237142476
2023-06-11,296301,296418.1101703486
2023-06-11,296913,296389.9287741114
2023-06-11,297352,296425.7152302124
2023-06-11,297842,296397.53383397515
2023-06-11,296919,296433.32029007614
2023-06-11,297016,296405.1388938389
2023-06-11,296897,296440.9253499399
2023-06-11,297043,296412.7439537027
2023-06-11,296895,296448.5304098037
2023-06-11,296505,296420.34901356645
2023-06-11,296635,296456.13546966744
2023-06-11,296503,296427.9540734302
2023-06-11,297340,296463.7405295312
2023-06-11,297675,296435.559133294
2023-06-11,296487,296471.345589395
2023-06-11,299834,296443.16419315775
2023-06-11,296376,296478.95064925874
2023-06-11,296385,296450.7692530215
2023-06-11,297095,296486.5557091225
2023-06-11,297096,296458.3743128853
2023-06-11,297795,296494.1607689863
2023-06-11,304681,296465.97937274905
2023-06-11,297319,296501.76582885004
2023-06-11,297335,296473.5844326128
2023-06-11,297326,296509.3708887138
2023-06-11,297314,296481.1894924766
2023-06-11,301242,296516.9759485776
2023-06-11,297306,296488.79455234035
2023-06-11,297394,296524.58100844134
2023-06-11,299804,296496.3996122041
2023-06-11,298038,296532.1860683051
2023-06-11,297274,296504.0046720679
2023-06-11,297252,296539.7911281689
2023-06-11,297273,296511.60973193165
2023-06-11,297322,296547.39618803264
2023-06-11,297906,296519.2147917954
2023-06-11,297342,296555.0012478964
2023-06-11,297329,296526.8198516592
2023-06-11,298334,296562.6063077602
2023-06-11,297363,296534.42491152295
2023-06-11,297367,296570.21136762394
2023-06-11,297374,296542.0299713867
2023-06-11,297388,296577.8164274877
2023-06-11,297356,296549.6350312505
2023-06-11,297373,296585.4214873515
2023-06-11,297370,296557.24009111425
2023-06-11,297348,296593.02654721524
2023-06-11,315333,296564.845150978
2023-06-11,297343,296600.631607079
2023-06-11,297338,296572.4502108418
2023-06-11,297743,296608.2366669428
2023-06-11,0,296580.05527070555
2023-06-11,297372,296615.84172680654
2023-06-11,297281,296587.6603305693
2023-06-11,297244,296623.4467866703
2023-06-11,298420,296595.2653904331
2023-06-11,297249,296631.0518465341
2023-06-11,298363,296602.87045029685
2023-06-11,297821,296638.65690639784
2023-06-11,302614,296610.4755101606
2023-06-11,297188,296646.2619662616
2023-06-11,297149,296618.0805700244
2023-06-11,297158,296653.8670261254
2023-06-11,297246,296625.68562988815
2023-06-11,297134,296661.47208598914
2023-06-11,297131,296633.2906897519
2023-06-11,297148,296669.0771458529
2023-06-11,315895,296640.8957496157
2023-06-11,297213,296676.6822057167
2023-06-11,297122,296648.50080947945
2023-06-11,297128,296684.28726558044
2023-06-11,319842,296656.1058693432
2023-06-11,297212,296691.8923254442
2023-06-11,297123,296663.710929207
2023-06-11,297194,296699.497385308
2023-06-11,297168,296671.31598907075
2023-06-11,321505,296707.10244517174
2023-06-11,297233,296678.9210489345
2023-06-11,297250,296714.7075050355
2023-06-11,300562,296686.5261087983
2023-06-11,297201,296722.3125648993
2023-06-11,297205,296694.13116866205
2023-06-11,297191,296729.91762476304
2023-06-11,297185,296701.7362285258
2023-06-11,297228,296737.5226846268
2023-06-11,298021,296709.3412883896
2023-06-11,297235,296745.1277444906
2023-06-11,297221,296716.94634825335
2023-06-11,297178,296752.73280435434
2023-06-11,297181,296724.5514081171
2023-06-11,297179,296760.3378642181
2023-06-11,297166,296732.1564679809
2023-06-11,296384,296767.9429240819
2023-06-11,296628,296739.76152784465
2023-06-11,296362,296775.54798394564
2023-06-11,296723,296747.3665877084
2023-06-11,298237,296783.1530438094
2023-06-11,296709,296754.9716475722
2023-06-11,296708,296790.7581036732
2023-06-11,296684,296762.57670743595
2023-06-11,296811,296798.36316353694
2023-06-11,296706,296770.1817672997
2023-06-11,296725,296805.9682234007
2023-06-11,296717,296777.7868271635
2023-06-11,296685,296813.5732832645
2023-06-11,296677,296785.39188702725
2023-06-11,305146,296821.17834312824
2023-06-11,296667,296792.996946891
2023-06-11,297130,296828.783402992
2023-06-11,297062,296800.6020067548
2023-06-11,296742,296836.3884628558
2023-06-11,296764,296808.20706661855
2023-06-11,297765,296843.99352271954
2023-06-11,296789,296815.8121264823
2023-06-11,296804,296851.5985825833
2023-06-11,296906,296823.4171863461
2023-06-11,300782,296859.2036424471
2023-06-11,296959,296831.02224620985
2023-06-11,297002,296866.80870231084
2023-06-11,296731,296838.6273060736
2023-06-11,308342,296874.4137621746
2023-06-11,296815,296846.2323659374
2023-06-11,301201,296882.0188220384
2023-06-11,286752,296853.83742580115
2023-06-11,296736,296889.62388190214
2023-06-11,296762,296861.4424856649
2023-06-11,296784,296897.2289417659
2023-06-11,296734,296869.0475455287
2023-06-11,297958,296904.8340016297
2023-06-11,296660,296876.65260539245
2023-06-11,296672,296912.43906149344
2023-06-11,296655,296884.2576652562
2023-06-11,296596,296920.0441213572
2023-06-11,296594,296891.86272512
2023-06-11,296585,296927.649181221
2023-06-11,296592,296899.46778498375
2023-06-11,296584,296935.25424108474
2023-06-11,296569,296907.0728448475
2023-06-11,296622,296942.8593009485
2023-06-11,298140,296914.6779047113
2023-06-11,296630,296950.4643608123
2023-06-11,296589,296922.28296457505
2023-06-11,296540,296958.06942067604
2023-06-11,296553,296929.8880244388
2023-06-11,296595,296965.6744805398
2023-06-11,297843,296937.4930843026
2023-06-11,296508,296973.2795404036
2023-06-11,296601,296945.09814416635
2023-06-11,296801,296980.88460026734
2023-06-11,296602,296952.7032040301
2023-06-11,296692,296988.4896601311
2023-06-11,296663,296960.3082638939
2023-06-11,296656,296996.0947199949
2023-06-11,297637,296967.91332375765
2023-06-11,296645,297003.69977985864
2023-06-11,296636,296975.5183836214
2023-06-11,296617,297011.3048397224
2023-06-11,296638,296983.1234434852
2023-06-11,296616,297018.9098995862
2023-06-11,296624,296990.72850334895
2023-06-11,298683,297026.51495944994
2023-06-11,296875,296998.3335632127
2023-06-11,296631,297034.1200193137
2023-06-11,296605,297005.9386230765
2023-06-11,296606,297041.7250791775
2023-06-11,296598,297013.54368294025
2023-06-11,296599,297049.33013904124
2023-06-11,297237,297021.148742804
2023-06-11,296850,297056.935198905
2023-06-11,296777,297028.7538026678
2023-06-11,296439,297064.5402587688
2023-06-11,296458,297036.35886253155
2023-06-11,296453,297072.14531863254
2023-06-11,296455,297043.9639223953
2023-06-11,296484,297079.7503784963
2023-06-11,296476,297051.5689822591
2023-06-11,296479,297087.3554383601
2023-06-11,298126,297059.17404212285
2023-06-11,296468,297094.96049822384
2023-06-11,297239,297066.7791019866
2023-06-11,296472,297102.5655580876
2023-06-11,298108,297074.3841618504
2023-06-11,296575,297110.1706179514
2023-06-11,299912,297081.98922171415
2023-06-11,296988,297117.77567781514
2023-06-11,296430,297089.5942815779
2023-06-11,296486,297125.3807376789
2023-06-11,296944,297097.1993414417
2023-06-11,296437,297132.9857975427
2023-06-11,296441,297104.80440130545
2023-06-11,296391,297140.59085740644
2023-06-11,296440,297112.4094611692
2023-06-11,297973,297148.1959172702
2023-06-11,299251,297120.014521033
2023-06-11,301854,297155.800977134
2023-06-11,296442,297127.61958089675
2023-06-11,296488,297163.40603699774
2023-06-11,296423,297135.2246407605
2023-06-11,296389,297171.0110968615
2023-06-11,296833,297142.8297006243
2023-06-11,296446,297178.6161567253
2023-06-11,296949,297150.43476048805
2023-06-11,296415,297186.22121658904
2023-06-11,296431,297158.0398203518
2023-06-11,299287,297193.8262764528
2023-06-11,298368,297165.6448802156
2023-06-11,296482,297201.4313363166
2023-06-11,297248,297173.24994007935
2023-06-11,297904,297209.03639618034
2023-06-11,299729,297180.8549999431
2023-06-11,296825,297216.6414560441
2023-06-11,296891,297188.4600598069
2023-06-11,296806,297224.2465159079
2023-06-11,296830,297196.06511967065
2023-06-11,297389,297231.85157577164
2023-06-11,298252,297203.6701795344
2023-06-11,296938,297239.4566356354
2023-06-11,298188,297211.2752393982
2023-06-11,296799,297247.0616954992
2023-06-11,299580,297218.88029926195
2023-06-11,296821,297254.66675536294
2023-06-11,296798,297226.4853591257
2023-06-11,296791,297262.2718152267
2023-06-11,296963,297234.0904189895
2023-06-11,296492,297269.8768750905
2023-06-11,296849,297241.69547885325
2023-06-11,296843,297277.48193495424
2023-06-11,298425,297249.300538717
2023-06-11,296766,297285.086994818
2023-06-11,296883,297256.9055985808
2023-06-11,297098,297292.6920546818
2023-06-11,296971,297264.51065844455
2023-06-11,968865,297300.29711454554
2023-06-11,297870,297272.1157183083
2023-06-11,296896,297307.9021744093
2023-06-11,298090,297279.7207781721
2023-06-11,296853,297315.5072342731
2023-06-11,297236,297287.32583803585
2023-06-11,297294,297323.11229413684
2023-06-11,299026,297294.9308978996
2023-06-11,299150,297330.7173540006
2023-06-11,296851,297302.5359577634
2023-06-11,296907,297338.3224138644
2023-06-11,306121,297310.14101762715
2023-06-11,296518,297345.92747372814
2023-06-11,298430,297317.7460774909
2023-06-11,297417,297353.5325335919
2023-06-11,297397,297325.3511373547
2023-06-11,297414,297361.13759345567
2023-06-11,297405,297332.95619721845
2023-06-11,297383,297368.74265331944
2023-06-12,298355,297340.5612570822
2023-06-12,298424,297376.3477131832
2023-06-12,298377,297348.166316946
2023-06-12,309659,297383.95277304697
2023-06-12,299187,297355.77137680975
2023-06-12,298440,297391.55783291074
2023-06-12,298357,297363.3764366735
2023-06-12,298367,297399.1628927745
2023-06-12,298480,297370.9814965373
2023-06-12,298383,297406.76795263827
2023-06-12,298477,297378.58655640105
2023-06-12,300681,297414.37301250204
2023-06-12,299496,297386.1916162648
2023-06-12,298454,297421.9780723658
2023-06-12,299579,297393.7966761286
2023-06-12,298418,297429.5831322296
2023-06-12,298361,297401.40173599235
2023-06-12,298468,297437.18819209334
2023-06-12,298481,297409.0067958561
2023-06-12,298311,297444.7932519571
2023-06-12,298315,297416.6118557199
2023-06-12,298581,297452.39831182087
2023-06-12,298369,297424.21691558365
2023-06-12,298317,297460.00337168464
2023-06-12,301094,297431.8219754474
2023-06-12,298289,297467.6084315484
2023-06-12,298331,297439.4270353112
2023-06-12,298443,297475.21349141217
2023-06-12,298349,297447.03209517495
2023-06-12,302420,297482.81855127594
2023-06-12,298970,297454.6371550387
2023-06-12,298467,297490.4236111397
2023-06-12,298514,297462.2422149025
2023-06-12,299414,297498.02867100347
2023-06-12,298495,297469.84727476625
2023-06-12,298472,297505.63373086724
2023-06-12,298860,297477.45233463
2023-06-12,298627,297513.238790731
2023-06-12,298561,297485.0573944938
2023-06-12,298530,297520.8438505948
2023-06-12,298558,297492.66245435755
2023-06-12,298602,297528.44891045854
2023-06-12,298605,297500.2675142213
2023-06-12,298538,297536.0539703223
2023-06-12,298547,297507.8725740851
2023-06-12,299477,297543.65903018607
2023-06-12,299024,297515.47763394885
2023-06-12,298595,297551.26409004984
2023-06-12,299043,297523.0826938126
2023-06-12,298644,297558.8691499136
2023-06-12,298574,297530.6877536764
2023-06-12,298476,297566.47420977737
2023-06-12,298509,297538.29281354015
2023-06-12,298484,297574.07926964114
2023-06-12,298286,297545.8978734039
2023-06-12,298423,297581.6843295049
2023-06-12,298473,297553.5029332677
2023-06-12,298457,297589.28938936867
2023-06-12,298485,297561.10799313145
2023-06-12,298474,297596.89444923244
2023-06-12,298461,297568.7130529952
2023-06-12,298557,297604.4995090962
2023-06-12,298549,297576.318112859
2023-06-12,298497,297612.10456896
2023-06-12,298494,297583.92317272275
2023-06-12,298301,297619.70962882374
2023-06-12,298528,297591.5282325865
2023-06-12,298505,297627.3146886875
2023-06-12,300980,297599.1332924503
2023-06-12,298462,297634.91974855127
2023-06-12,298340,297606.73835231405
2023-06-12,298374,297642.52480841504
2023-06-12,298351,297614.3434121778
2023-06-12,298112,297650.1298682788
2023-06-12,298104,297621.9484720416
2023-06-12,298137,297657.73492814257
2023-06-12,298156,297629.55353190535
2023-06-12,298189,297665.33998800634
2023-06-12,298150,297637.1585917691
2023-06-12,298179,297672.9450478701
2023-06-12,298172,297644.7636516329
2023-06-12,298133,297680.55010773387
2023-06-12,302560,297652.36871149665
2023-06-12,298190,297688.15516759764
2023-06-12,298131,297659.9737713604
2023-06-12,298138,297695.7602274614
2023-06-12,298228,297667.5788312242
2023-06-12,298096,297703.3652873252
2023-06-12,298132,297675.18389108795
2023-06-12,298105,297710.97034718894
2023-06-12,299103,297682.7889509517
2023-06-12,297976,297718.5754070527
2023-06-12,297978,297690.3940108155
2023-06-12,298583,297726.18046691647
2023-06-12,297997,297697.99907067925
2023-06-12,297982,297733.78552678024
2023-06-12,298041,297705.604130543
2023-06-12,298085,297741.390586644
2023-06-12,297980,297713.2091904068
2023-06-12,297983,297748.99564650777
2023-06-12,298012,297720.81425027055
2023-06-12,299289,297756.60070637154
2023-06-12,298057,297728.4193101343
2023-06-12,298144,297764.2057662353
2023-06-12,299528,297736.0243699981
2023-06-12,298232,297771.81082609907
2023-06-12,298129,297743.62942986184
2023-06-12,298303,297779.41588596284
2023-06-12,310351,297751.2344897256
2023-06-12,298183,297787.0209458266
2023-06-12,298242,297758.8395495894
2023-06-12,298324,297794.6260056904
2023-06-12,298338,297766.44460945314
2023-06-12,298323,297802.23106555414
2023-06-12,298246,297774.0496693169
2023-06-12,299481,297809.8361254179
2023-06-12,298193,297781.6547291807
2023-06-12,307190,297817.44118528167
2023-06-12,298398,297789.25978904444
2023-06-12,298280,297825.04624514544
2023-06-12,298704,297796.8648489082
2023-06-12,298511,297832.6513050092
2023-06-12,298302,297804.469908772
2023-06-12,298601,297840.25636487297
2023-06-12,300798,297812.07496863574
2023-06-12,303511,297847.86142473674
2023-06-12,298250,297819.6800284995
2023-06-12,298257,297855.4664846005
2023-06-12,298429,297827.2850883633
2023-06-12,298147,297863.07154446427
2023-06-12,298264,297834.89014822704
2023-06-12,298227,297870.67660432804
2023-06-12,298168,297842.4952080908
2023-06-12,298567,297878.2816641918
2023-06-12,309996,297850.1002679546
2023-06-12,298185,297885.8867240556
2023-06-12,298201,297857.70532781834
2023-06-12,298267,297893.49178391934
2023-06-12,298341,297865.3103876821
2023-06-12,298284,297901.0968437831
2023-06-12,298388,297872.9154475459
2023-06-12,298313,297908.70190364687
2023-06-12,298197,297880.52050740964
2023-06-12,298632,297916.30696351064
2023-06-12,299063,297888.1255672734
2023-06-12,298660,297923.9120233744
2023-06-12,300759,297895.7306271372
2023-06-12,297617,297931.51708323817
2023-06-12,297688,297903.33568700094
2023-06-12,297614,297939.12214310194
2023-06-12,297762,297910.9407468647
2023-06-12,297622,297946.7272029657
2023-06-12,297651,297918.5458067285
2023-06-12,297685,297954.33226282947
2023-06-12,297640,297926.15086659224
2023-06-12,298612,297961.93732269324
2023-06-12,298169,297933.755926456
2023-06-12,298134,297969.542382557
2023-06-12,297607,297941.3609863198
2023-06-12,297588,297977.1474424208
2023-06-12,297595,297948.96604618354
2023-06-12,298414,297984.75250228454
2023-06-12,297661,297956.5711060473
2023-06-12,298360,297992.3575621483
2023-06-12,297698,297964.1761659111
2023-06-12,297850,297999.96262201207
2023-06-12,297774,297971.78122577484
2023-06-12,298128,298007.56768187584
2023-06-12,297989,297979.3862856386
2023-06-12,297778,298015.1727417396
2023-06-12,297699,297986.9913455024
2023-06-12,297724,298022.77780160337
2023-06-12,298007,297994.59640536614
2023-06-12,297758,298030.38286146714
2023-06-12,297733,298002.2014652299
2023-06-12,297686,298037.9879213309
2023-06-12,297693,298009.8065250937
2023-06-12,301896,298045.59298119467
2023-06-12,298433,298017.41158495744
2023-06-12,308205,298053.19804105844
2023-06-12,297568,298025.0166448212
2023-06-12,297611,298060.8031009222
2023-06-12,297584,298032.621704685
2023-06-12,297575,298068.408160786
2023-06-12,297492,298040.22676454874
2023-06-12,298562,298076.01322064974
2023-06-12,298446,298047.8318244125
2023-06-12,297459,298083.6182805135
2023-06-12,297467,298055.4368842763
2023-06-12,297466,298091.22334037727
2023-06-12,297455,298063.04194414004
2023-06-12,297442,298098.82840024104
2023-06-12,297399,298070.6470040038
2023-06-12,297626,298106.4334601048
2023-06-12,297435,298078.2520638676
2023-06-12,297437,298114.03851996857
2023-06-12,297421,298085.85712373134
2023-06-12,302245,298121.64357983234
2023-06-12,297955,298093.4621835951
2023-06-12,297954,298129.2486396961
2023-06-12,298059,298101.0672434589
2023-06-12,297501,298136.85369955987
2023-06-12,297512,298108.67230332264
2023-06-12,297648,298144.45875942364
2023-06-12,297567,298116.2773631864
2023-06-12,297555,298152.0638192874
2023-06-12,298622,298123.8824230502
2023-06-12,298004,298159.6688791512
2023-06-12,297564,298131.48748291394
